管理組織名稱,地址門牌,使照號碼,核准日期,核准文號,證書編號
湖之閣社區,桃園區國豐七街62號,(83)桃縣建使字第00093號,089/05/16,'8900094172,'890097
黃莉詅公寓大廈管理負責人,桃園區國豐三街152號,(99)桃縣工建使字第桃00994號,100/10/04,'1000404115,'100199
豐達百邑社區管理委員會,桃園區國豐三街82號5樓,(100)桃縣工建使字第桃00631號,100/11/10,'1000461426,'100221
凱悅社區管理委員會,桃園區國豐五街13號等,(96)桃縣工建使字第桃02236號,098/03/12,'0980090871,'980027
優秀賞社區管理委員會,桃園區國豐五街36號7樓,(95)桃縣工建使字第桃03093號,097/01/30,'0970035023,'970017
德融首璽三期社區管理委員會,桃園區國豐五街51號,(100)桃縣工建使字第桃01187號,101/06/08,'1010142387,'101106
藝術名廈,桃園區國豐六街213號`,(83)桃縣建使字第00129號,088/10/05,'8800216002,'880171
總督府第五期A區社區管理委員會,桃園區國豐六街227巷2號等,(92)桃縣工建使字第桃01837號,093/02/02,'0930021745,'930010
宏國真愛D區,桃園區國豐六街25號2樓之3,(88)桃縣工建使字第桃00400號,089/04/26,'8900079147,'890082
第一選社區管理委員會,桃園區國豐六街28號4樓之2,(86)桃縣建使字第00334號,087/09/17,'8700187548,'870195
鉑金House晶品館社區管理委員會,桃園區國豐六街61號,(96)桃縣工建使字第02262號,099/01/22,'0990031919,'990023
中山芳鄰住戶管理委員會,桃園區國豐六街71號,(82)桃縣建使字第00119號,088/01/12,'8800007904,'880006
城東巨星社區,桃園區紹興街28巷26號(管理室),(81)桃縣工建使348號,085/09/26,'8500233332,'990068
莊敬御璽公寓大廈管理委員會,桃園區莊一街116巷1弄2號等、116巷1弄28號等、莊一街118號等,(95)桃縣工建使字第桃01138號共3筆使照,095/08/31,'0950253744,'950184
兼六園社區,桃園區莊一街156號,(93)桃縣工建使字第龜02133號,094/06/07,'0940153955,'940089
竹城和賞社區管理委員會,桃園區莊一街15號,(89)桃縣工建使字第桃01569號,090/05/22,'9000098884,'900057
兼六園社區管理委員會,桃園區莊一街182號8樓等,(94)桃縣工建使字第桃02028號,095/07/25,'0950216618,'950146
中悅藝術廣場社區,桃園區莊一街25號,(95)桃縣工建使字第桃00711號,096/04/14,'0960119488,'096079
和風小鎮管理負責人楊源淵,桃園區莊一街88號,(95)桃縣工建使字第園00395號,096/06/13,','
北都新廈,桃園區莊一街98號9樓,(81)桃縣建使字第00199號,085/11/27,'8500269736,'
國王的城堡管理委員會,桃園區莊二街152號14樓,(89)桃縣工建使字第桃01459號,090/07/24,'9000143282,'900078
綠意.心賞管理委員會,桃園區莊二街168號,(93)桃縣工建使字第桃00168號,093/07/19,'0930184005,'930101
薇多利亞社區管理委員會,桃園區莊二街188號,(97)桃縣工建使字第桃00383號,098/04/02,'0980121847,'980033
陽光凱悅公寓大廈管理委員會,桃園區莊二街215號(警衛室),(93)桃縣工建使字第桃00439號,093/07/22,'0930187680,'930103
富貴名園,桃園區莊二街220巷5號,(87)桃縣建使字第00084號,089/10/26,'8900219313,'890170
尊賞社區管理委員會,桃園區莊二街231巷1號,(92)桃縣工建使字第桃00921號,093/06/09,'0930143850,'930083
EQ別墅社區,桃園區莊二街32號7樓,(87)桃縣建使字第00113號,087/10/23,'8700216125,'870228
皇家堡社區,桃園區莊二街36巷2號,(92)桃縣工建使字第桃00947號,093/05/21,'0930125100,'930068
摩登新貴大樓社區管理委員會,桃園區莊二街37號,(82)桃縣工建使字第00058號,086/05/09,'8600086160,'860134
大睦澄舍公寓大廈管理委員會,桃園區莊二街41~49號等,(91)桃縣工建使字第桃00409號,091/11/06,'0910245728,'910134
中正晶華社區,桃園區莊二街95號,(88)桃縣工建使字第桃02130號,089/07/14,'8900139391,'890128
尊龍大地管理委員會,桃園區莊敬一路230號,(88)桃縣工建使字第桃00768號,088/11/26,'8800256406,'880205
昭揚大器社區管理委員會,桃園區莊敬里21鄰同安街568號,(103)桃縣工建使字第桃00720號,103/10/07,'1030073176,'103221
國都花園大廈管理委員會,桃園區莊敬路2段99號,(83)桃縣建使字第00298號,087/08/01,'8700151738,'870166
長榮富豪社區管理委員會,桃園區莊敬路一段154號,(83)桃縣工建使字第00051號,086/11/18,'8600227217,'860308
中正觀邸,桃園區莊敬路一段169號1F,(83)桃縣工建使字第00564號,086/06/18,'8600115035,'860168
中悅知音花園廣場社區管理委員會,桃園區莊敬路一段176~192號等,(95)桃縣工建使字第桃00256號,096/01/08,'0960008432,'096007
白金漢宮社區,桃園區莊敬路一段181巷37號對面守衛室,,092/01/16,'0920010555,'920009
巴黎伯爵管理委員會,桃園區莊敬路一段181巷6號,(84)桃縣建使字第00158號,086/03/20,'8600051502,'860081
豐田大郡社區管理委員會,桃園區莊敬路一段210巷1號,(86)桃縣建使字第00102號,087/02/20,'8700032168,'870036
羅浮宮廷社區管理委員會,桃園區莊敬路一段330號,(90)桃縣工建使字第桃00330號,091/07/12,'0910151459,'910073
國際村管理委員會,桃園區莊敬路一段375號,(84)桃縣建使字第00210號,086/02/24,'8600034130,'860047
登瑞臻品管理委員會,桃園區莊敬路二段115號2樓,(91)桃縣工建使字第桃00059號,095/09/15,'0950274486,'095200
家淇管理負責人,桃園區莊敬路二段118號等,(98)桃縣工建使字第桃00233號,098/04/08,'0980130931,'
大清椈月社區管理委員會,桃園區莊敬路二段122-6號,(103)桃縣工建使字第桃01162號,106/03/30,'1060018307,'106011
世紀風華公寓大廈管理委員會,桃園區莊敬路二段165~195-1號,(92)桃縣工建使字第桃01192號,093/03/16,'0930060305,'930029
東方大樓管理委員會,桃園區博愛路67號等,(71)桃縣建使字第00142號,092/06/12,'0920129027,'920061
獨立年代,桃園區博愛路69巷1號5樓之2,(87)桃縣工建使字第桃01086號,089/05/08,'8900088353,'890094
富國公寓大廈管理負責人,桃園區富國街962巷32弄8號2F等,(100)桃縣工建使字第桃00186號,101/07/20,'1010180020,'101132
新邑墅社區,桃園區富國路13巷1號等,(95)桃縣工建使字第桃00684號,096/05/14,'0960157965,'960102
富國麗園管理委員會,桃園區富國路216巷85弄8號,(95)桃縣工建使字第桃01917號,096/05/22,'0960167089,'960113
中正藝墅管理委員會,桃園區富國路642-1號等,(95)桃縣工建使字第桃01202號,096/05/03,'0960144562,'096093
大墅雲集社區管理委員會,桃園區富國路645-3號等,(94)桃縣工建使字第桃02086號,095/08/17,'0950240239,'950170
皇家庭苑社區管理委員會,桃園區富國路822巷1弄20號,(97)桃縣工建使字第桃00464號,098/06/11,'0980221932,'980087
羅丹美墅社區管理委員會,桃園區富國路920巷199-2號等,(94)桃縣工建使字第桃01473號,095/06/08,'0950165322,'095108
逸品別墅,桃園區復明三街9號,(91)桃縣工建使字第桃01714號,092/10/13,'0920235944,'920119
欣欣家園社區管理委員會,桃園區復明四街1號2樓,(87)桃縣工建使字第桃01047號,099/09/02,'0990343817,'990223
環球財經廣場管理委員會,桃園區復興路110號等,(80)桃縣工建使字第其087號,096/07/06,'0960225125,'096146
晶華大廈,桃園區復興路112號等,(88)桃縣工建使字第桃02380號,089/10/03,'8900195060,'890162
新義美大樓管理負責人,桃園區復興路123號6樓,(80)桃縣工建使字第00221號,104/01/27,'1040004035,'104002
璞麗公寓大廈管理委員會,桃園區復興路168號,(104)桃市都建使字第桃00888號,104/11/25,'1040070076,'104031
欣桃大樓,桃園區復興路180號,使照號碼:其5；建造號碼:66-268,087/11/18,'8700234368,'870242
冠御天廈管理委員會,桃園區復興路18號等,(84)桃縣工建使字第0109號共2筆使照,100/02/08,'1000047406,'100028
萬昌商業廣場管理負責人,桃園區復興路319號,(100)桃縣工建使字第桃00847號,102/04/08,'1020084735,'
藏御大廈管理負責人,桃園區復興路362巷32弄15號,(100)桃縣工建使字第桃00635號,100/08/05,'1000313871,'100158
閱豐社區管理負責人陳素薇,桃園區復興路362巷9號,(96)桃縣工建使字第桃01313號,097/06/25,'0970203848,'
來鑫廣場大廈,桃園區復興路389號,(81)桃縣工建使字第00096號,086/07/30,'8600145221,'860208
復興大樓社區管理委員會負責人,桃園區復興路43號,(83)桃縣工建使字第00365號,098/06/10,'0980220413,'980086
復興大樓管理委員會,桃園區復興路43號,(83)桃縣工建使字第0365號,100/11/08,'1000456826,'100218
戀戀新薇閣管理委員會,桃園區復興路49-1號等,(93)桃縣工建使字第桃01762號,094/05/12,'0940128493,'940074
龍威大廈管理委員會,桃園區復興路70號等,(78)桃縣工建使字第00137號,089/11/22,'0890230171,'089018
福星大廈管理委員會,桃園區復興路80號,(81)桃縣建使字第00250號,088/05/31,'8700123004,'870129
站前大樓,桃園區復興路83號等,(69)桃縣建使字第其133號,094/10/19,'094029292,'940195
茂榮大廈管理委員會,桃園區復興路98號12樓,(78)桃縣工建使字第0066號,095/10/11,'0950301463,'095218
三普寶麗金大廈(商辦區),桃園區復興路99號12樓,(86)桃縣建使字第00078號,088/01/12,'8800007793,'880005
百年皇族社區管理委員會,桃園區朝陽街1號4樓,(87)桃縣工建使字第桃01453號,089/05/25,'8900100571,'890100
來來新貴大廈,桃園區朝陽街47號,(82)桃縣建使字第00176號,087/05/20,'8700097672,'870100
來來新象管理委員會,桃園區朝陽街51號13樓之3,(89)桃縣工建使字第桃00048號,090/03/02,'9000032841,'900037
來來大亨社區管理委員會,桃園區朝陽街7-13號,(86)桃縣建使字第00307號,089/07/11,'8900135648,'890130
尊爵大廈管理委員會,桃園區朝陽街一段77號9樓,(87)桃縣建使字第其00001號,087/09/23,'8700192713,'870209
大翰林大廈,桃園區朝陽街一段93號,(85)桃縣建使字第其00248號,087/04/10,'8700069201,'870079
東旺富邑管理負責人,桃園區朝陽街一段95號,(97)桃縣工建使字第桃01346號,097/09/08,'0970295125,'
站前薇閣公寓大廈管理委員會,桃園區朝陽街二段22號,(91)桃縣工建使字第桃01704號,092/05/26,'0920140973,'920077
逸林新貴大樓,桃園區逸林街101巷1號,(82)桃縣工建使字第其00028號,086/11/20,'8600228656,'860310
逸林新貴B區管理委員會,桃園區逸林街98號,(82)桃縣工建使字第0028號,088/08/30,'0880180136,'880140
臻琴社區管理委員會,桃園區逸林街136號,(95)桃縣工建使字第桃02407號,096/08/17,'0960277808,'960176
明興社區,桃園區逸林街98巷8號6樓,(82)桃縣工建使字第其028號,086/02/13,'8600026131,'890035
綠灣管理委員會,桃園區陽明十一街13號(警衛室),(93)桃縣工建使字第桃02238號,094/06/24,'0940172645,'940099
陽明天下大廈管理委員會,桃園區陽明十街23號1樓,(80)桃縣工建使字第00165號,086/11/20,'8600228520,'860312
官峰會管理負責人,桃園區雲林里11鄰昆明路86號,(103)桃縣工建使字第桃00805號,103/10/31,'1030080690,'103245
富萊悅社區管理委員會,桃園區雲林里21鄰桃鶯路249巷16號10樓,(102)桃縣工建使字第桃01217號,103/01/23,'1030006502,'103026
大戶人家管理委員會,桃園區園一街63號2樓,(86)桃縣建使字第00222號,087/09/18,'8700189454,'870200
雙?公寓負責人,桃園區園二街32號2樓之1,(102)桃縣工建使字第桃01382號,104/07/31,'1040044694,'104024
縣府帝寶社區管理委員會,桃園區廈門街126巷46號,(95)桃縣工建使字第桃01556-02號共2筆使照,099/04/16,'0990144405,'990074
市府峰馥社區管理委員會,桃園區廈門街97號等104戶,(104)桃市工建使字第桃00298號,105/08/15,'1050044948,'105024
巴黎馥社區管理委員會,桃園區愛七街80號,(101)桃縣工建使字第桃00972號,102/02/21,'1020042822,'102026
中正天富管理負責人,桃園區愛九街16-1號,(100)桃縣工建使字第桃00107號,100/05/18,'1000192551,'100102
璟都群英會社區管理委員會,桃園區愛九街1號,(99)桃縣工建使字第桃00699號,100/01/18,'1000025100,'100008
綠堡石社區管理委員會,桃園區愛九街20號等,(98)桃縣工建使字第桃00988號,100/02/08,'1000046478,'100026
雋品社區管理委員會,桃園區愛二街182巷21號,(104)桃市都建使字第桃00495號,105/03/31,'1050017118,'105008
合遠首藏社區管理委員會,桃園區愛二街77號,(101)桃縣工建使字第桃00106號,101/07/20,'1010180199,'101133
山外山生活別墅社區,桃園區愛八街68-3號1樓,(79)桃縣工建使字第桃其412號共2筆使照,094/10/05,'0940278010,'940179
中正皇邑社區管理負責人,桃園區愛十街72號,(100)桃縣工建使字第桃00063號,100/05/09,'1000176326,'100089
長堤臻品社區,桃園區愛三街141號,(90)桃縣工建使字第桃01639號,091/06/12,'0910126737,'910057
富豪天下社區管理委員會,桃園區愛三街167號,(80)桃縣建使字第00114號共2筆使照,087/07/04,'8700130978,'870143
紫金園公寓大廈管理委員會,桃園區愛三街6號9樓之1,78桃縣工建執照字第會其00134號,087/01/12,'8700007222,'870005
帝王別墅管理委員會,桃園區愛五街18號等,(78)桃縣工建使字第桃00311號,099/03/08,'0990085680,'990042
中正御賞,桃園區愛六街71號等,(93)桃縣工建使字第桃桃963號,094/06/24,'0940172642,'940098
晶品公寓大廈管理負責人,桃園區慈文里3鄰蓮埔街13號,(100)桃縣工建使字第桃00955號,103/01/17,'1030004790,'103022
名門社區自治管理委員會,桃園區慈文路12巷7號,(77)桃縣工建使字第00297號,098/10/14,'0980404905,'980193
西華風采二期社區管理委員會,桃園區慈文路133巷1號2樓等,(95)桃縣工建使字第桃00293號,096/02/15,'0960055785,'096054
經國亞緻社區管理委員會,桃園區慈文路14~22號(管理室),(100)桃縣工建使字第桃00630號,100/12/06,'1000499334,'100238
非常容易公寓大廈管理委員會,桃園區慈文路140號1樓,(90)桃縣工建使字第桃00752號,091/01/31,'0910024225,'910008
凱悅宮庭,桃園區慈文路163-5號8樓,(80)桃縣建使字第00269號,089/09/21,'8900191843,'890158
尊璞麗緻社區管理委員會,桃園區慈文路198號(管理室),(98)桃縣工建使字第桃00106號,098/08/14,'0980315031,'980137
大清旭日社區管理委員會,桃園區慈文路30號等,(104)桃市都建使字第桃01140號,106/08/29,'1060053071,'106022
長榮矽谷社區,桃園區經國路888號,(87)桃縣工建使字第桃00973號,087/12/22,'8700253937,'870262
翡翠天下大樓管理委員會,桃園區慈文路427號1樓,(80)桃縣建使字第00136號,089/05/08,'8900088561,'890093
布爾喬亞六期管理委員會,桃園區慈文路79號,(98)桃縣工建使字第桃00433號,099/01/20,'1000029012,'100012
瑞昇全家福公寓大廈管理委員會,桃園區慈光街101巷16號1樓,(89)桃縣工建使字第桃01313號,090/09/12,'9000168903,'900103
綠色奇跡社區管理委員會,桃園區慈光街101巷37號,(89)桃縣工建使字第桃01868號,090/08/22,'9000152901,'900090
冬冬日記大樓管理委員會,桃園區慈光街146~148號,(85)桃縣工建使字第0043號,086/02/14,'8600028346,'860039
寧園社區管理委員會,桃園區慈光街154巷1號,(80)桃縣建使字第00232號共2筆使照,093/03/12,'0930057949,'930030
品藏公寓大廈管理委員會,桃園區慈光街18號,(99)桃縣工建使字第桃00350號,100/01/26,'1000037599,'100016
三宅逸生管理負責人,桃園區慈祥街11巷12號,(99)桃縣工建使字第桃00720號,100/05/30,'1000208769,'100112
